MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
H,HI,Hindalco,1016.9,1048.7,1013.0,1039.9,1011.45,28.45,2.81,10942179
AE01,AE13,Adani Enterpris,2170.0,2210.4,2161.1,2203.7,2144.4,59.30,2.77,2188912
L,T04,Trent,4019.7,4095.3,3945.1,4083.3,3978.2,105.10,2.64,1392767
MPS,MPS,Adani Ports,1524.9,1555.8,1510.0,1549.8,1511.8,38.00,2.51,7476052
Z01,Z,Eternal,249.25,253.29,247.15,252.7,246.67,6.03,2.44,48279727
BE03,BE03,Bharat Elec,449.85,457.0,448.9,455.65,447.65,8.00,1.79,12197884
LT,LT,Larsen,4128.0,4149.0,4089.0,4119.8,4076.3,43.50,1.07,5092608
IT,IT,Infosys,1322.1,1331.0,1309.0,1319.2,1305.3,13.90,1.06,18527029
TIS,TIS,Tata Steel,209.75,212.92,209.01,210.69,208.72,1.97,0.94,26751249
TCS,TCS,TCS,2572.0,2594.0,2558.0,2576.9,2554.9,22.00,0.86,3905403
TT,TT,TATA Cons. Prod,1098.0,1105.1,1081.7,1102.6,1094.2,8.40,0.77,1439626
API,AP31,Asian Paints,2435.0,2446.6,2411.6,2440.3,2423.1,17.20,0.71,1496210
TM4,TM4,Tech Mahindra,1489.8,1511.5,1479.5,1491.0,1483.8,7.20,0.49,1768783
ITC,ITC,ITC,302.95,305.35,301.85,303.4,302.05,1.35,0.45,16512053
UTC,UTC01,UltraTechCement,11840.0,11859.0,11710.0,11826.0,11785.0,41.00,0.35,308549
MU01,MS24,Maruti Suzuki,13380.0,13435.0,13237.0,13335.0,13289.0,46.00,0.35,527309
DRL,DRL,Dr Reddys Labs,1222.0,1227.6,1214.1,1221.4,1217.8,3.60,0.30,2014236
C,C,Cipla,1231.0,1235.5,1222.8,1230.5,1227.0,3.50,0.29,1778133
W,W,Wipro,212.98,212.98,208.21,210.26,209.75,0.51,0.24,36305074
BF04,BF04,Bajaj Finserv,1835.8,1854.9,1823.0,1829.9,1825.8,4.10,0.22,1035217
SLI03,SLI03,SBI Life Insura,1971.1,1990.9,1962.1,1974.7,1971.0,3.70,0.19,642257
STF,STF,Shriram Finance,1026.1,1034.35,1015.35,1022.75,1020.95,1.80,0.18,5716035
NI,NI,Nestle,1255.1,1261.9,1246.5,1257.4,1256.6,0.80,0.06,1126023
MHI,MHI,Max Healthcare,995.0,1008.5,982.0,990.65,990.05,0.60,0.06,3370119
EM,EM,Eicher Motors,7160.0,7198.5,7052.0,7131.0,7128.0,3.00,0.04,573155
