MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,14.44,14.82,-0.38,-2.56,432187940,14.84,14.97,14.4
,VEDL,VEDL,VEDL,282.2,305.85,-23.65,-7.73,174644055,294.5,294.5,279.0
,OLAELEC,OLAELEC,OLAELEC,43.7,42.52,1.18,2.78,136709425,42.72,44.18,41.87
,TATSILV,TATSILV,TATSILV,21.88,22.87,-0.99,-4.33,131561699,22.87,22.87,21.6
,VOGL,VOGL,VOGL,33.5,34.51,-1.01,-2.93,0,36.23,36.23,32.8
,MEESHO,MEESHO,MEESHO,185.5,172.21,13.29,7.72,115544421,174.25,188.0,170.55
,VISL,VISL,VISL,27.99,26.84,1.15,4.28,0,28.18,28.18,27.38
,PPLPHARMA,PPLPHARMA,PPLPHARMA,169.05,158.51,10.54,6.65,93345987,158.99,175.45,158.99
,YESBANK,YESBANK,YESBANK,24.52,24.96,-0.44,-1.76,89225251,24.96,25.05,24.5
,SEPC,SEPC,SEPC,7.02,7.29,-0.27,-3.7,77657300,7.31,7.44,6.82
,SUZLON,SUZLON,SUZLON,58.26,59.31,-1.05,-1.77,68349325,59.31,59.55,58.1
,HCC,HCC,HCC,27.07,27.83,-0.76,-2.73,64834197,28.01,28.5,26.9
,ROTO,ROTO,ROTO,71.4,65.16,6.24,9.58,64100906,65.16,74.5,64.42
,TATAGOLD,TATAGOLD,TATAGOLD,13.98,14.22,-0.24,-1.69,64026901,14.22,14.23,13.9
,JPPOWER,JPPOWER,JPPOWER,18.0,18.22,-0.22,-1.21,61183591,18.26,18.33,17.9
,GTLINFRA,GTLINFRA,GTLINFRA,1.47,1.51,-0.04,-2.65,59975584,1.51,1.52,1.45
,IFCI,IFCI,IFCI,81.55,83.36,-1.81,-2.17,57519642,83.76,85.11,81.12
,SILVERBEES,SILVERBEES,SILVERBEES,215.4,225.14,-9.74,-4.33,56603001,219.74,219.74,213.67
,NMDC,NMDC,NMDC,85.0,88.19,-3.19,-3.62,49914855,88.0,88.17,84.07
,PACEDIGITK,PACEDIGITK,PACEDIGITK,205.35,183.81,21.54,11.72,48375958,189.28,214.3,189.21
