MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,PCJEWELLER,PCJEWELLER,PCJEWELLER,9.62,9.41,0.21,2.23,610719514,9.51,10.28,9.51
,IDEA,IDEA,IDEA,13.93,13.85,0.08,0.58,415863719,13.84,14.27,13.81
,VOGL,VOGL,VOGL,36.76,35.89,0.87,2.42,105821330,35.85,38.25,35.36
,PWL,PWL,PWL,145.2,148.78,-3.58,-2.41,86650598,145.99,159.43,145.0
,YESBANK,YESBANK,YESBANK,23.46,24.01,-0.55,-2.29,83807507,23.88,24.05,23.32
,CUPID,CUPID,CUPID,192.0,221.11,-29.11,-13.17,77637002,222.33,226.0,176.89
,OLAELEC,OLAELEC,OLAELEC,41.08,42.4,-1.32,-3.11,72617491,42.0,42.79,40.71
,SOUTHBANK,SOUTHBANK,SOUTHBANK,43.92,47.67,-3.75,-7.87,72099008,47.55,47.55,43.01
,SHAREINDIA,SHAREINDIA,SHAREINDIA,173.7,164.91,8.79,5.33,70663043,169.01,194.9,167.33
,JPPOWER,JPPOWER,JPPOWER,16.81,17.56,-0.75,-4.27,69391716,17.48,17.49,16.81
,VEDPOWER,VEDPOWER,VEDPOWER,40.91,41.82,-0.91,-2.18,67057540,41.36,43.2,40.52
,SUZLON,SUZLON,SUZLON,53.1,54.38,-1.28,-2.35,65132513,54.3,54.78,52.71
,GTLINFRA,GTLINFRA,GTLINFRA,1.31,1.31,0.0,0.0,62209679,1.31,1.37,1.3
,TATSILV,TATSILV,TATSILV,21.35,21.95,-0.6,-2.73,61553030,21.95,21.95,21.23
,ETERNAL,ETERNAL,ETERNAL,287.3,289.4,-2.1,-0.73,58555994,288.5,296.55,283.75
,KALYANKJIL,KALYANKJIL,KALYANKJIL,375.0,354.75,20.25,5.71,53326753,360.0,386.4,358.4
,IFCI,IFCI,IFCI,74.05,74.46,-0.41,-0.55,52642138,74.4,78.1,73.32
,AEQUS,AEQUS,AEQUS,259.0,242.43,16.57,6.83,49520857,245.03,271.0,245.03
,EASEMYTRIP,EASEMYTRIP,EASEMYTRIP,6.86,7.1,-0.24,-3.38,48047999,7.05,7.14,6.78
,TATAGOLD,TATAGOLD,TATAGOLD,13.75,13.94,-0.19,-1.36,46263315,14.03,14.08,13.73
