MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
JFS,JFS,Jio Financial,242.0,242.0,229.0,229.99,243.07,-13.08,-5.38,37304617
IA05,IA04,Interglobe Avi,5266.5,5319.5,5094.0,5124.0,5395.0,-271.00,-5.02,2044081
STF,STF,Shriram Finance,1058.0,1058.0,1005.0,1014.4,1066.8,-52.40,-4.91,6535773
MU01,MS24,Maruti Suzuki,14475.0,14500.0,13880.0,13951.0,14538.0,-587.00,-4.04,481076
HL,HU,HUL,2199.0,2199.0,2130.0,2135.8,2208.8,-73.00,-3.30,1326689
TT,TT,TATA Cons. Prod,1112.9,1120.3,1084.3,1089.8,1125.0,-35.20,-3.13,1518093
BAF,BAF,Bajaj Finance,1025.0,1034.7,1004.1,1010.4,1042.5,-32.10,-3.08,8313859
KMF,KMB,Kotak Mahindra,378.5,381.75,369.1,370.1,381.7,-11.60,-3.04,22517529
MHI,MHI,Max Healthcare,1119.7,1132.0,1080.0,1084.8,1118.4,-33.60,-3.00,1970930
TEL,TM03,TMPV,340.95,341.4,330.75,332.05,342.3,-10.25,-2.99,10789766
MM,MM,M&M,3175.0,3200.9,3088.2,3102.5,3196.4,-93.90,-2.94,2933765
HSL01,HSL01,HDFC Life,571.45,573.65,553.15,555.7,572.45,-16.75,-2.93,3249938
ITC,ITC,ITC,286.9,287.85,280.0,280.65,288.75,-8.10,-2.81,21593793
BE03,BE03,Bharat Elec,416.5,417.8,406.0,407.6,419.15,-11.55,-2.76,12837834
UTC,UTC01,UltraTechCement,11556.0,11600.0,11288.0,11353.0,11649.0,-296.00,-2.54,213785
LT,LT,Larsen,3950.0,3988.0,3871.0,3892.1,3991.9,-99.80,-2.50,2252308
RI,RI,Reliance,1297.0,1302.3,1271.6,1275.9,1308.4,-32.50,-2.48,19960868
ICI02,ICI02,ICICI Bank,1410.3,1418.3,1375.9,1380.6,1414.7,-34.10,-2.41,10573142
API,AP31,Asian Paints,2676.6,2713.1,2653.3,2665.9,2731.4,-65.50,-2.40,1481672
SLI03,SLI03,SBI Life Insura,1831.9,1848.5,1784.2,1789.0,1832.3,-43.30,-2.36,1365022
UTI10,AB16,Axis Bank,1344.0,1344.0,1304.0,1309.5,1341.0,-31.50,-2.35,6917968
MPS,MPS,Adani Ports,1824.9,1850.4,1783.2,1791.7,1833.9,-42.20,-2.30,1413919
HDF01,HDF01,HDFC Bank,825.9,834.35,806.95,810.3,829.3,-19.00,-2.29,38754632
JVS,JSW01,JSW Steel,1231.0,1245.8,1212.2,1219.5,1246.4,-26.90,-2.16,1038782
SBI,SBI,SBI,1029.6,1038.3,1011.7,1016.9,1038.1,-21.20,-2.04,14141694
BTV,BA08,Bharti Airtel,1911.0,1924.2,1875.1,1888.1,1925.8,-37.70,-1.96,6188780
AE01,AE13,Adani Enterpris,3105.0,3146.9,3028.0,3046.9,3107.2,-60.30,-1.94,2321035
HCL02,HCL02,HCL Tech,1165.0,1176.5,1141.7,1145.6,1168.2,-22.60,-1.93,3091794
TCS,TCS,TCS,2094.0,2109.7,2048.8,2057.5,2096.1,-38.60,-1.84,3666985
GI01,GI01,Grasim,3174.0,3188.8,3121.4,3134.8,3190.9,-56.10,-1.76,477890
PGC,PGC,Power Grid Corp,282.9,285.4,279.2,279.7,284.35,-4.65,-1.64,7306244
BF04,BF04,Bajaj Finserv,1867.0,1890.8,1841.5,1854.9,1885.3,-30.40,-1.61,1439841
EM,EM,Eicher Motors,7415.0,7593.0,7344.5,7418.5,7536.0,-117.50,-1.56,905003
NTP,NTP,NTPC,351.95,353.0,347.55,348.7,354.2,-5.50,-1.55,9572223
NI,NI,Nestle,1460.0,1479.9,1441.7,1450.5,1471.8,-21.30,-1.45,1855873
C,C,Cipla,1453.3,1471.9,1428.9,1431.8,1451.8,-20.00,-1.38,1163676
TM4,TM4,Tech Mahindra,1441.0,1452.9,1422.8,1428.8,1447.5,-18.70,-1.29,1489170
AHE,AHE,Apollo Hospital,8800.0,8888.0,8700.0,8753.5,8837.0,-83.50,-0.94,275829
Z01,Z,Eternal,288.5,296.55,283.75,286.7,289.4,-2.70,-0.93,58555994
TIS,TIS,Tata Steel,187.66,189.79,186.52,188.2,189.79,-1.59,-0.84,17816943
SPI,SPI,Sun Pharma,1904.0,1929.5,1875.1,1888.2,1903.4,-15.20,-0.80,2785926
DRL,DRL,Dr Reddys Labs,1357.0,1383.0,1338.6,1349.0,1354.6,-5.60,-0.41,1561612
TI01,TI01,Titan Company,4590.4,4630.0,4561.7,4586.4,4604.2,-17.80,-0.39,1045703
IT,IT,Infosys,1071.9,1079.7,1064.4,1069.3,1071.8,-2.50,-0.23,13022221
W,W,Wipro,173.0,175.4,172.24,172.72,173.0,-0.28,-0.16,16482564
L,T04,Trent,2921.0,2984.9,2892.4,2924.0,2927.8,-3.80,-0.13,2737768
